Time(sec),Distance(m)
0.07500000000000284,0.8453448544205538
0.26599999999999113,0.8797208330392853
0.4719999999999942,0.9273135147128533
0.6659999999999968,0.9273067125389959
0.8699999999999903,0.960640974189431
1.0789999999999935,0.960640974189431
1.269999999999996,0.9958212559773161
1.4599999999999937,0.9958212559773161
1.6730000000000018,1.0456461646926964
1.8810000000000002,1.0456461646926964
2.066999999999993,1.1803834817633414
2.2819999999999965,1.2205422611514394
2.4710000000000036,1.2199450418124897
2.6850000000000023,1.2578172813898223
2.8789999999999907,1.2578075507613071
3.0690000000000026,1.2578075507613071
3.265999999999991,1.312109260067558
3.4269999999999925,1.312109260067558
3.6700000000000017,1.4497275062886052
3.8669999999999902,1.4497275062886052
4.066999999999993,1.4494014141360763
4.272999999999996,1.4742295792541904
4.465999999999994,1.5606306442441797
4.674999999999997,1.560621132740203
4.86999999999999,1.560621132740203
5.081999999999994,1.6496220254046854
5.265999999999991,1.649412762738772
5.466999999999999,1.706122488537391
5.670000000000002,1.70611097604698
5.86099999999999,1.76055996422617
6.084000000000003,1.76055996422617
6.268999999999991,1.8097673099632146
6.48599999999999,1.8733362099246618
6.667999999999992,1.9242668541914274
6.864999999999995,1.9242547472339415
7.0660000000000025,1.9601083046028571
7.268999999999991,1.9900560613104135
7.471000000000004,2.005159647146538
7.667000000000002,2.0114210488920046
7.86699999999999,2.026131471640129
8.069000000000003,2.0261207401045485
8.269999999999996,2.048093974226281
8.474999999999994,2.048093974226281
8.676000000000002,2.091062270621471
8.852999999999994,2.091062270621471
9.063999999999993,2.133830857386559
9.274999999999991,2.169094562343886
9.472999999999999,2.235688029868149
9.658999999999992,2.235064672910194
9.85499999999999,2.2588395216457338
10.075999999999993,2.297558244114892
10.268,2.2967632607791293
10.468999999999994,2.323223111740901
10.664999999999992,2.3483029177946504
10.869,2.372549954027977
11.084999999999994,2.372549954027977
11.280000000000001,2.392701880420851
11.474999999999994,2.423406978904372
11.676000000000002,2.4233956625248054
11.869,2.423384283993499
12.066999999999993,2.4452269955663426
12.310000000000002,2.487336439928475
12.468000000000004,2.487336439928475
12.650999999999996,2.5108501335241287
12.86999999999999,2.5108501335241287
13.072000000000003,2.5346010883763554
13.251999999999995,2.5698772892741513
13.463999999999999,2.5698772892741513
13.665999999999997,2.5938552818316674
13.867999999999995,2.617980517768348
14.054000000000002,2.6431103728765457
14.263999999999996,2.669426893544747
14.469999999999999,2.669426893544747
14.661999999999992,2.670794324082972
14.867999999999995,2.685074012715452
15.087999999999994,2.7110313356883053
15.271,2.7401587639811753
15.465999999999994,2.756299447207211
15.673999999999992,2.7711453235966514
15.86699999999999,2.7711332320268975
16.069999999999993,2.7711332320268975
16.277,2.7679076253568486
16.476,2.7825790017707
16.63499999999999,2.7825790017707
16.861999999999995,2.7847165906885643
17.061999999999998,2.784564286858394
17.266999999999996,2.768825118268923
17.465999999999994,2.753754759133426
17.67,2.753754759133426
17.89099999999999,2.7263629556648543
18.045999999999992,2.7263629556648543
18.27799999999999,2.683041174975973
18.468999999999994,2.683041174975973
18.668999999999983,2.6256680990471817
18.86699999999999,2.6256557815469934
19.066000000000003,2.59803377285207
19.27000000000001,2.5568195633152113
19.471000000000004,2.5568195633152113
19.671999999999997,2.5313410973121044
19.865999999999985,2.5056091664250464
20.069999999999993,2.4760266070497385
20.284999999999997,2.451772226580627
20.468999999999994,2.4517600801206223
20.667,2.4265292572018895
20.869,2.3751920914525657
21.067000000000007,2.3751802083124525
21.264999999999986,2.3491942919945004
21.462999999999994,2.310571872105963
21.64699999999999,2.310560013519418
21.88300000000001,2.2728281642427652
22.070999999999998,2.2371049997300214
22.27000000000001,2.2010932416954043
22.466000000000008,2.2010932416954043
22.664999999999992,2.157301003613721
22.875,2.157301003613721
23.066000000000003,2.1248397122651808
23.274,2.1021437608548474
23.46799999999999,2.087807472811085
23.64699999999999,2.0796358639765313
23.87100000000001,2.0658581208172127
24.054000000000002,2.0524755412269298
24.269000000000005,2.0524643772751228
24.482,2.0311751480598743
24.697000000000003,1.9965826957952872
24.87100000000001,1.9965714829967611
25.067000000000007,1.953409418434325
25.274,1.9533982546490474
25.49799999999999,1.8305725646275695
25.668000000000006,1.830561436701876
25.89099999999999,1.830561436701876
26.081999999999994,1.809091590999994
26.27799999999999,1.749649674357137
26.46799999999999,1.749649674357137
26.649,1.6406268952923297
26.858000000000004,1.6406268952923297
27.066000000000003,1.582118178803445
27.26599999999999,1.5101733668722743
27.47200000000001,1.5101613040747313
27.676999999999992,1.4716143030736242
27.87100000000001,1.4152477006050355
28.083,1.3755265442993838
28.269000000000005,1.344804261807385
28.501000000000005,1.344804261807385
28.651999999999987,1.3121130392013167
28.865999999999985,1.270454365367485
29.131,1.2238890520634043
29.312999999999988,1.223874835622129
29.466999999999985,1.1788211652006242
29.668000000000006,1.1225697491222508
29.897999999999996,1.1225547013479638
30.070999999999998,1.0791943276506208
30.266999999999996,1.0372655183256165
30.437999999999988,1.0372655183256165
30.668000000000006,0.976881761195606
30.875,0.9768644576216177
