Time(sec),Distance(m)
0.17199999999999704,0.7581098420903197
0.36699999999999733,0.7000496529078206
0.5760000000000005,0.682502119291532
0.7569999999999979,0.7054093700110919
0.9780000000000015,0.678522408908166
1.1739999999999995,0.6439535666293349
1.3780000000000001,0.6577641480063395
1.5760000000000005,0.6287180029454825
1.7710000000000008,0.6599207401257249
1.975999999999999,0.6833110682367185
2.1670000000000016,0.6483359476088205
2.378,0.6750584449448033
2.573999999999998,0.6829649075733786
2.7779999999999987,0.6466229822322508
2.9780000000000015,0.6636680940889249
3.176000000000002,0.6986757391234777
3.378999999999998,0.6627006493888334
3.576999999999998,0.6800509863737626
3.777000000000001,0.6915396176291204
3.978999999999999,0.660442051652703
4.1739999999999995,0.6805925306430213
4.374000000000002,0.6398633459253709
4.573999999999998,0.6751863811789032
4.756,0.7099243937149371
4.969000000000001,0.6666841998546967
5.161999999999999,0.6672774003030657
5.359999999999999,0.6886901194920733
5.569000000000003,0.6531626962047913
5.772999999999996,0.6685304779285794
5.966999999999999,0.6349917973091803
6.161999999999999,0.6702994766344681
6.381999999999998,0.6364439841866347
6.579999999999998,0.6786336642202868
6.787999999999997,0.6486088705733704
6.966999999999999,0.5943148016071748
7.2109999999999985,0.5605438444109402
7.3870000000000005,0.4926134681368413
7.5760000000000005,0.47986073055069073
7.775999999999996,0.4436024921554598
7.975999999999999,0.4436181430373646
8.171999999999997,0.41049118344656765
8.375999999999998,0.41185631446786086
8.557000000000002,0.41543032583908096
8.777000000000001,0.41542314940339786
8.973999999999997,0.42748676335443614
9.179000000000002,0.4274619818826461
9.363,0.4274367069258321
9.564999999999998,0.4715903349170554
9.775999999999996,0.5039430369712413
9.978000000000002,0.5054836532716589
10.174,0.5057433473980023
10.369,0.5276169940931309
10.573,0.5265443431065815
10.768,0.5677478643496969
10.961999999999996,0.5608143153049294
11.174999999999997,0.5926356607496004
11.372,0.5717231273858256
11.564999999999998,0.5881912467310596
11.778999999999996,0.5822721674254754
11.979999999999997,0.5448370217449393
12.18,0.5737500343802275
12.360999999999997,0.6159691018613206
12.580999999999996,0.6034248432643681
12.777999999999999,0.605188703281302
12.967999999999996,0.584822874192606
13.183,0.6048425239965095
13.372999999999998,0.5784392345530796
13.579,0.6353672298898319
13.780000000000001,0.6593266040931439
13.966999999999999,0.6379566971995551
14.177999999999997,0.6553525591761856
14.384,0.6648490771302545
14.569000000000003,0.6284937255456474
14.771,0.6621301937618261
15.011000000000003,0.6263936372033129
15.179000000000002,0.6658582757034717
15.378,0.6972109429222484
15.567999999999998,0.6543640641556102
15.768999999999998,0.6227686760826675
15.941000000000003,0.6485431246080977
16.156,0.687044023658928
16.380000000000003,0.6543015213981653
16.58,0.6696109872313218
16.79,0.6986156799885112
16.972,0.6687038187052438
17.171,0.6949556538029099
17.369999999999997,0.6559648112175931
17.555,0.7037093962571915
17.775999999999996,0.6670890016016026
17.973,0.6859199649012709
18.183,0.7271683014547797
18.377000000000002,0.6866579400763884
18.558999999999997,0.7114046527652427
18.769,0.7274885550588394
18.970999999999997,0.6748942292500951
19.177999999999997,0.6936580269683817
19.357999999999997,0.6617141451948135
19.551000000000002,0.6893499183977935
19.764000000000003,0.6542556722862505
19.979,0.6831627043065185
