Time(sec),Distance(m)
0.10799999999999699,0.7951482595058385
0.3269999999999982,0.7816327807748782
0.5319999999999965,0.7538341935012239
0.7000000000000028,0.7229936338010683
0.9339999999999975,0.7253965780228819
1.1340000000000003,0.7277074973622869
1.3059999999999974,0.724805516465452
1.5289999999999964,0.732699924476685
1.7340000000000018,0.7335902855772977
1.9329999999999998,0.7420614388763246
2.1340000000000003,0.7479044152859353
2.333999999999996,0.7485067190409168
2.530000000000001,0.7427021251158826
2.732999999999997,0.7536794577914753
2.914999999999999,0.7559749947801027
3.1340000000000003,0.7515162123452132
3.3230000000000004,0.7567121852954982
3.506999999999998,0.7588832620632711
3.719000000000001,0.7371935275331966
3.911999999999999,0.7467228580713867
4.122,0.751843323872846
4.3359999999999985,0.7575683572866162
4.524000000000001,0.7679132414511771
4.734000000000002,0.7582372266028925
4.930999999999997,0.7584090704435433
5.134,0.7672407279921235
5.329000000000001,0.7617523545746736
5.528999999999996,0.7658769422720854
5.722999999999999,0.769621495537633
5.9410000000000025,0.7737345627970011
6.113999999999997,0.763536287464602
6.333999999999996,0.7333780631940789
6.530999999999999,0.6795894454651096
6.723999999999997,0.616850564875337
6.927,0.564993011123495
7.124000000000002,0.5060902663913966
7.311999999999998,0.46484055556468257
7.533000000000001,0.4339905855927804
7.737000000000002,0.41869060502436417
7.939,0.40247602351974066
8.128,0.40867298645454225
8.325000000000003,0.4208183377822141
8.528999999999996,0.4146767471051543
8.731000000000002,0.4317906529077486
8.933999999999997,0.4496745695680713
9.134,0.468708629404883
9.333999999999996,0.4934125907949473
9.530000000000001,0.5157650420901442
9.729999999999997,0.5336754356479864
9.914000000000001,0.5498854978173608
10.128,0.5525931181431679
10.336999999999996,0.5808377811708862
10.527000000000001,0.5984095809020813
10.740000000000002,0.6167515957976922
10.924,0.6364824168895447
11.110999999999997,0.646118004779601
11.332999999999998,0.6553483246751666
11.519999999999996,0.6485392084966629
11.726999999999997,0.6427617319480331
11.924999999999997,0.6442552505846196
12.134,0.6446771817804405
12.332,0.6748838338224257
12.511000000000003,0.6815639820018593
12.734000000000002,0.6959032640679743
12.927999999999997,0.7051560033346601
13.134,0.7064701288388582
13.328000000000003,0.7247284113559519
13.530999999999999,0.7066123574098049
13.722000000000001,0.7262175507779486
13.930999999999997,0.7481063522346117
14.113,0.7454148720779944
14.32,0.7611278917955191
14.521999999999998,0.7650573523325847
14.728000000000002,0.764851179982038
14.915,0.7747066161446696
15.121000000000002,0.7599269683236826
15.323,0.7554563031667356
15.530999999999999,0.7789371527650386
15.734000000000002,0.7686135863327664
15.900999999999996,0.7793750190248441
16.119,0.8054345071461321
16.333,0.8102305462906156
16.533,0.8051468615790189
16.738,0.8099663527436383
16.911,0.8225862952322325
17.136000000000003,0.8016618508568152
17.322000000000003,0.8228224266547403
17.531999999999996,0.8136893166166219
17.717,0.8349640187057257
17.921999999999997,0.8246200391897317
18.130000000000003,0.8343265157266987
18.335,0.8276967602723373
18.531999999999996,0.829311237459422
18.728,0.8309835365184737
18.927999999999997,0.8385806997795392
19.119999999999997,0.8298102698863257
19.313000000000002,0.8304759887504356
19.534,0.8145564244512582
19.729,0.8335470947299961
19.933999999999997,0.8250978876861594
